feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12
-0.18598853051662445,-3.288407564163208,1.2935463190078735,3.8457648754119873,-1.8708469867706299,14.005964279174805,-3.25632643699646,2.0170993804931641,4.2706265449523926,-8.3742380142211914,-4.8265457153320313,23.740148544311523,-3.6040503978729248
-0.0069752475246787071,-0.024662762880325317,-1.7626191377639771,-0.89440351724624634,-8.9671850204467773,-5.7730898857116699,-7.4364871978759766,2.6167068481445312,-5.6810793876647949,4.8672261238098145,1.8064489364624023,-19.140716552734375,14.535157203674316
-0.14698228240013123,1.7567315101623535,-2.6394288539886475,-10.719534873962402,-4.4805574417114258,4.2778987884521484,5.6233062744140625,-0.18622900545597076,-8.1411123275756836,-22.232009887695313,-5.773249626159668,-14.239757537841797,20.342681884765625
0.23455564677715302,1.5221984386444092,-0.90900683403015137,1.6291621923446655,5.2435574531555176,1.5458848476409912,1.3919057846069336,4.6765561103820801,-6.7300143241882324,8.763087272644043,-6.2387194633483887,5.4758334159851074,7.9212255477905273
0.050919570028781891,1.2315419912338257,-1.1677106618881226,1.3723679780960083,7.6208505630493164,0.059750359505414963,4.7136883735656738,4.8979687690734863,-1.5787690877914429,13.818774223327637,-9.6742591857910156,-3.8428285121917725,7.114964485168457
-1.0099481344223022,4.0567684173583984,2.6983475685119629,-5.4928579330444336,2.0336818695068359,4.0419845581054687,-0.83303749561309814,3.6457111835479736,6.458308219909668,-1.7205268144607544,-0.22096450626850128,24.201715469360352,13.332644462585449
-0.8898969292640686,1.2480481863021851,2.0442938804626465,1.4822998046875,8.2524251937866211,13.354640007019043,10.492072105407715,9.5523834228515625,2.7414276599884033,9.1728649139404297,0.61552613973617554,-9.6173801422119141,11.93842601776123
-0.11233405768871307,1.6166064739227295,-0.10081259161233902,7.1346645355224609,2.5873470306396484,-3.2165768146514893,-1.1598633527755737,2.0952785015106201,-0.97254914045333862,1.1166869401931763,-5.4527759552001953,-4.9606122970581055,-15.969606399536133
-0.48163628578186035,0.66427063941955566,-2.2720255851745605,-0.6728091835975647,-6.2829771041870117,-5.8987374305725098,-6.4371280670166016,-6.4866757392883301,-24.28370475769043,-12.790732383728027,-22.333776473999023,-7.8377861976623535,-24.160863876342773
0.254100501537323,-1.1137094497680664,-0.90808337926864624,-1.6816196441650391,-3.8000359535217285,2.474952220916748,-1.0562793016433716,5.2085428237915039,21.414323806762695,4.433067798614502,-9.7551107406616211,0.40255826711654663,-20.733711242675781
-0.25473830103874207,0.9365847110748291,1.888604998588562,-6.2675442695617676,3.4895894527435303,-2.8739268779754639,9.6194601058959961,-3.5087652206420898,3.5887832641601562,0.16864867508411407,2.6388013362884521,-13.992067337036133,4.4062223434448242
-0.40096300840377808,0.55421793460845947,-2.2231121063232422,-0.51014715433120728,-2.9381945133209229,0.10391855984926224,-8.7766857147216797,-4.8225593566894531,-11.053832054138184,-2.1706094741821289,14.834136009216309,42.654560089111328,7.1861271858215332
0.096570566296577454,1.5111778974533081,1.8922605514526367,0.068609751760959625,0.55110549926757813,-5.0491442680358887,-13.084424018859863,13.595314979553223,-7.4955430030822754,-4.0435018539428711,3.9632556438446045,6.8583126068115234,-7.7385587692260742
0.15453937649726868,-0.80544888973236084,-0.27081328630447388,-7.21270751953125,0.59275978803634644,0.63998758792877197,-3.1820671558380127,-5.9063138961791992,0.20596766471862793,6.0588979721069336,-7.2352848052978516,-16.16554069519043,1.7617061138153076
0.036225683987140656,0.18096055090427399,-0.90925294160842896,-2.8928470611572266,2.6724636554718018,-0.70480453968048096,-6.4891037940979004,3.5894248485565186,-8.8373174667358398,-7.9689574241638184,-2.6289036273956299,6.6274447441101074,-0.17594608664512634
-0.2972244918346405,0.75692695379257202,-0.64479577541351318,3.3470902442932129,7.787050724029541,5.8769149780273437,5.4640312194824219,-0.11037498712539673,-3.2688839435577393,-2.8290348052978516,-7.7534818649291992,12.809298515319824,-9.0228767395019531
-0.28342431783676147,-0.030080826953053474,1.4904704093933105,-1.0162432193756104,1.3260129690170288,3.2788295745849609,-7.6482853889465332,4.0779576301574707,3.5206704139709473,5.9375653266906738,14.459967613220215,7.9981503486633301,-12.742215156555176
0.052226785570383072,0.12105285376310349,-0.44704315066337585,3.7793865203857422,3.7513651847839355,-3.7314479351043701,2.2210178375244141,3.5422091484069824,-4.612152099609375,-14.050436973571777,-9.0674123764038086,-1.9972131252288818,-2.6602981090545654
0.39024555683135986,-0.66552990674972534,1.0654464960098267,3.4840648174285889,-9.7663173675537109,-0.86191272735595703,-10.669417381286621,4.8611860275268555,1.1732064485549927,-4.8355979919433594,10.06589412689209,-7.882230281829834,-7.5065593719482422
